row,id,corp_no,factory_cd,machine,jig_no,voltage,e_current,gas,wire,prod_qty,hit_point,terms,error1,error2,error3,weldtime,tip_change,start_point,mes_trans_ok,mes_trans_time,bigo,starttime,workings_cd,item_no,input_lot,lot_no
224,353167774,100,200,co2#1,1,18.5,264,14.5,0,0,1,1,,,-,0,0,0,N,,,15:32.4,,,,
225,353167779,100,200,co2#1,1,18.1,250.5,14.5,0,0,1,1,,,-,0,0,0,N,,,15:32.9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
228,353167803,100,200,co2#1,1,39.8,192.7,14.9,0,0,1,1,,,-,0,0,0,N,,,15:37.5,,,,
229,353167810,100,200,co2#1,1,42.6,140.4,14.6,0,0,1,1,,,-,0,0,0,N,,,15:39.6,,,,
230,353167811,100,200,co2#1,1,28.9,155.6,14.6,0,0,1,1,,,-,0,0,0,N,,,15:39.6,,,,
231,353167815,100,200,co2#1,1,28.9,155.6,14.6,0,0,1,1,,,-,0,0,0,N,,,15:40.1,,,,
232,353167827,100,200,co2#1,1,24.5,160.4,14.5,0,0,1,1,,,-,0,0,0,N,,,15:41.6,,,,
233,353167828,100,200,co2#1,1,19.2,211.3,14.5,0,0,1,1,,,-,0,0,0,N,,,15:41.6,,,,
234,353167833,100,200,co2#1,1,19.2,211.3,14.5,0,0,1,1,,,-,0,0,0,N,,,15:42.1,,,,
235,353167839,100,200,co2#1,1,18.6,202.5,14.5,0,0,1,1,,,-,0,0,0,N,,,15:42.7,,,,
236,353167843,100,200,co2#1,1,18.5,212.7,14.5,0,0,1,1,,,-,0,0,0,N,,,15:43.2,,,,
237,353167848,100,200,co2#1,1,18.5,212.7,14.5,0,0,1,1,,,-,0,0,0,N,,,15:43.7,,,,
238,353167849,100,200,co2#1,1,18.5,212.7,14.5,0,0,1,1,,,-,0,0,0,N,,,15:43.7,,,,
239,353167857,100,200,co2#1,1,18.2,161.4,14.5,0,0,1,1,,,-,0,0,0,N,,,15:44.2,,,,
240,353167872,100,200,co2#1,1,24.8,159.3,14.5,0,0,1,1,,,-,0,0,0,N,,,15:45.8,,,,
241,353167875,100,200,co2#1,1,26.9,237.8,14.7,0,0,1,1,,,-,0,0,0,N,,,15:46.3,,,,
242,353167878,100,200,co2#1,1,26.9,237.8,14.7,0,0,1,1,,,-,0,0,0,N,,,15:46.8,,,,
243,353167882,100,200,co2#1,1,18.1,264.4,14.7,0,0,1,1,,,-,0,0,0,N,,,15:47.3,,,,
244,353167887,100,200,co2#1,1,16.6,247.6,14.5,0,0,1,1,,,-,0,0,0,N,,,15:47.8,,,,
245,353167892,100,200,co2#1,1,17.9,248.4,14.5,0,0,1,1,,,-,0,0,0,N,,,15:48.3,,,,
246,353167893,100,200,co2#1,1,17.8,244,14.5,0,0,1,1,,,-,0,0,0,N,,,15:48.4,,,,
247,353167898,100,200,co2#1,1,17.9,258.2,14.5,0,0,1,1,,,-,0,0,0,N,,,15:48.9,,,,
248,353167903,100,200,co2#1,1,18,253.8,14.5,0,0,1,1,,,-,0,0,0,N,,,15:49.4,,,,
249,353167910,100,200,co2#1,1,18.1,243.3,14.5,0,0,1,1,,,-,0,0,0,N,,,15:49.9,,,,
250,353167915,100,200,co2#1,1,18.1,243.3,14.5,0,0,1,1,,,-,0,0,0,N,,,15:50.4,,,,
251,353167916,100,200,co2#1,1,18.1,243.3,14.5,0,0,1,1,,,-,0,0,0,N,,,15:50.4,,,,
252,353167920,100,200,co2#1,1,18.7,240.7,14.5,0,0,1,1,,,-,0,0,0,N,,,15:51.0,,,,
253,353167927,100,200,co2#1,1,18.7,252.4,14.5,0,0,1,1,,,-,0,0,0,N,,,15:52.0,,,,
254,353167930,100,200,co2#1,1,18.6,277.8,14.5,0,0,1,1,,,-,0,0,0,N,,,15:52.5,,,,
255,353167935,100,200,co2#1,1,18.5,266.5,14.5,0,0,1,1,,,-,0,0,0,N,,,15:53.0,,,,
256,353167941,100,200,co2#1,1,16.5,254.9,14.5,0,0,1,1,,,-,0,0,0,N,,,15:53.5,,,,
257,353167949,100,200,co2#1,1,16.4,279.3,14.5,0,0,1,1,,,-,0,0,0,N,,,15:54.0,,,,
258,353167956,100,200,co2#1,1,16.4,252.4,14.5,0,0,1,1,,,-,0,0,0,N,,,15:54.5,,,,
259,353167963,100,200,co2#1,1,17,254.9,14.5,0,0,1,1,,,-,0,0,0,N,,,15:55.1,,,,
260,353167964,100,200,co2#1,1,17.1,253.1,14.5,0,0,1,1,,,-,0,0,0,N,,,15:55.1,,,,
261,353167971,100,200,co2#1,1,17.2,255.6,14.5,0,0,1,1,,,-,0,0,0,N,,,15:55.6,,,,
262,353167976,100,200,co2#1,1,17.2,248.7,14.5,0,0,1,1,,,-,0,0,0,N,,,15:56.1,,,,
263,353167983,100,200,co2#1,1,17.5,267.3,14.5,0,0,1,1,,,-,0,0,0,N,,,15:56.6,,,,
264,353167990,100,200,co2#1,1,17.5,267.3,14.5,0,0,1,1,,,-,0,0,0,N,,,15:57.1,,,,
265,353167991,100,200,co2#1,1,17.5,267.3,14.5,0,0,1,1,,,-,0,0,0,N,,,15:57.2,,,,
266,353167998,100,200,co2#1,1,16.9,150.5,14.4,0,0,1,1,,,-,0,0,0,N,,,15:57.7,,,,
267,353168049,100,200,co2#1,1,17.5,163.3,14.7,0,0,1,1,,,-,0,0,0,N,,,16:01.8,,,,
268,353168054,100,200,co2#1,1,17.5,163.3,14.7,0,0,1,1,,,-,0,0,0,N,,,16:02.3,,,,
269,353168059,100,200,co2#1,1,17.5,163.3,14.7,0,0,1,1,,,-,0,0,0,N,,,16:02.8,,,,
270,353168090,100,200,co2#1,1,26.6,220.7,14.7,0,0,1,1,,,-,0,0,0,N,,,16:05.9,,,,
271,353168097,100,200,co2#1,1,26.6,220.7,14.7,0,0,1,1,,,-,0,0,0,N,,,16:06.4,,,,
272,353168105,100,200,co2#1,1,26.6,220.7,14.7,0,0,1,1,,,-,0,0,0,N,,,16:06.9,,,,
273,353168113,100,200,co2#1,1,16.3,222.2,14.5,0,0,1,1,,,-,0,0,0,N,,,16:07.5,,,,
274,353168114,100,200,co2#1,1,16.8,218.5,14.5,0,0,1,1,,,-,0,0,0,N,,,16:07.5,,,,
275,353168123,100,200,co2#1,1,17.3,205.4,14.5,0,0,1,1,,,-,0,0,0,N,,,16:08.0,,,,
276,353168129,100,200,co2#1,1,17.7,170.9,14.5,0,0,1,1,,,-,0,0,0,N,,,16:08.5,,,,
277,353168159,100,200,co2#1,1,19.7,251.6,14.6,0,0,1,1,,,-,0,0,0,N,,,16:11.1,,,,
278,353168165,100,200,co2#1,1,17.6,258.9,14.5,0,0,1,1,,,-,0,0,0,N,,,16:11.6,,,,
279,353168166,100,200,co2#1,1,17.6,258.9,14.5,0,0,1,1,,,-,0,0,0,N,,,16:11.6,,,,
280,353168172,100,200,co2#1,1,17.9,245.1,14.5,0,0,1,1,,,-,0,0,0,N,,,16:12.1,,,,
281,353168178,100,200,co2#1,1,18,255.6,14.5,0,0,1,1,,,-,0,0,0,N,,,16:12.6,,,,
282,353168186,100,200,co2#1,1,18,245.4,14.5,0,0,1,1,,,-,0,0,0,N,,,16:13.2,,,,
283,353168196,100,200,co2#1,1,18,241.8,14.5,0,0,1,1,,,-,0,0,0,N,,,16:13.7,,,,
284,353168197,100,200,co2#1,1,17.7,250.9,14.5,0,0,1,1,,,-,0,0,0,N,,,16:13.7,,,,
285,353168203,100,200,co2#1,1,17.5,253.1,14.4,0,0,1,1,,,-,0,0,0,N,,,16:14.2,,,,
286,353168208,100,200,co2#1,1,15.8,262.2,14.4,0,0,1,1,,,-,0,0,0,N,,,16:14.7,,,,
287,353168214,100,200,co2#1,1,16.3,258.9,14.4,0,0,1,1,,,-,0,0,0,N,,,16:15.2,,,,
288,353168217,100,200,co2#1,1,16.9,248.4,14.5,0,0,1,1,,,-,0,0,0,N,,,16:15.8,,,,
289,353168222,100,200,co2#1,1,16.9,254.9,14.5,0,0,1,1,,,-,0,0,0,N,,,16:16.3,,,,
290,353168223,100,200,co2#1,1,16.8,256.7,14.5,0,0,1,1,,,-,0,0,0,N,,,16:16.3,,,,
291,353168228,100,200,co2#1,1,16.8,256.7,14.5,0,0,1,1,,,-,0,0,0,N,,,16:16.8,,,,
292,353168233,100,200,co2#1,1,16.8,256.7,14.5,0,0,1,1,,,-,0,0,0,N,,,16:17.3,,,,
293,353168240,100,200,co2#1,1,17,268,14.5,0,0,1,1,,,-,0,0,0,N,,,16:17.8,,,,
294,353168241,100,200,co2#1,1,17,262.5,14.4,0,0,1,1,,,-,0,0,0,N,,,16:17.9,,,,
295,353168248,100,200,co2#1,1,17,260.7,14.5,0,0,1,1,,,-,0,0,0,N,,,16:18.4,,,,
296,353168254,100,200,co2#1,1,17.3,255.3,14.5,0,0,1,1,,,-,0,0,0,N,,,16:18.9,,,,
297,353168265,100,200,co2#1,1,19.5,246.9,14.5,0,0,1,1,,,-,0,0,0,N,,,16:19.9,,,,
298,353168266,100,200,co2#1,1,18.2,249.1,14.5,0,0,1,1,,,-,0,0,0,N,,,16:19.9,,,,
299,353168279,100,200,co2#1,1,19.3,246.5,14.5,0,0,1,1,,,-,0,0,0,N,,,16:21.0,,,,
300,353168290,100,200,co2#1,1,18.3,259.3,14.5,0,0,1,1,,,-,0,0,0,N,,,16:22.0,,,,
